country,iso3,sex,major_category,number_of_deaths,percentage_of_total_deaths,Year
Lithuania,LTU,persons,"Communicable, maternal, perinatal and nutritional conditions",1413.55,3.37,2015
Lithuania,LTU,persons,Noncommunicable diseases,37634.17,89.83,2015
Lithuania,LTU,persons,Injuries,2845.25,6.79,2015
Lithuania,LTU,males,"Communicable, maternal, perinatal and nutritional conditions",839.18,2.0,2015
Lithuania,LTU,males,Noncommunicable diseases,17605.72,42.03,2015
Lithuania,LTU,males,Injuries,2121.96,5.07,2015
Lithuania,LTU,females,"Communicable, maternal, perinatal and nutritional conditions",574.37,1.37,2015
Lithuania,LTU,females,Noncommunicable diseases,20028.45,47.81,2015
Lithuania,LTU,females,Injuries,723.29,1.73,2015
Luxembourg,LUX,persons,"Communicable, maternal, perinatal and nutritional conditions",185.13,4.84,2015
Luxembourg,LUX,persons,Noncommunicable diseases,3387.26,88.48,2015
Luxembourg,LUX,persons,Injuries,255.91,6.68,2015
Luxembourg,LUX,males,"Communicable, maternal, perinatal and nutritional conditions",84.64,2.21,2015
Luxembourg,LUX,males,Noncommunicable diseases,1659.48,43.35,2015
Luxembourg,LUX,males,Injuries,153.6,4.01,2015
Luxembourg,LUX,females,"Communicable, maternal, perinatal and nutritional conditions",100.5,2.63,2015
Luxembourg,LUX,females,Noncommunicable diseases,1727.79,45.13,2015
Luxembourg,LUX,females,Injuries,102.32,2.67,2015
Madagascar,MDG,persons,"Communicable, maternal, perinatal and nutritional conditions",92260.46,49.52,2015
Madagascar,MDG,persons,Noncommunicable diseases,76561.2,41.09,2015
Madagascar,MDG,persons,Injuries,17485.6,9.39,2015
Madagascar,MDG,males,"Communicable, maternal, perinatal and nutritional conditions",47119.67,25.29,2015
Madagascar,MDG,males,Noncommunicable diseases,38346.37,20.58,2015
Madagascar,MDG,males,Injuries,11420.39,6.13,2015
Madagascar,MDG,females,"Communicable, maternal, perinatal and nutritional conditions",45140.79,24.23,2015
Madagascar,MDG,females,Noncommunicable diseases,38214.83,20.51,2015
Madagascar,MDG,females,Injuries,6065.21,3.26,2015
Malawi,MWI,persons,"Communicable, maternal, perinatal and nutritional conditions",75565.56,56.67,2015
Malawi,MWI,persons,Noncommunicable diseases,48846.41,36.63,2015
Malawi,MWI,persons,Injuries,8921.12,6.69,2015
Malawi,MWI,males,"Communicable, maternal, perinatal and nutritional conditions",40563.14,30.42,2015
Malawi,MWI,males,Noncommunicable diseases,24609.0,18.46,2015
Malawi,MWI,males,Injuries,6086.18,4.56,2015
Malawi,MWI,females,"Communicable, maternal, perinatal and nutritional conditions",35002.41,26.25,2015
Malawi,MWI,females,Noncommunicable diseases,24237.41,18.18,2015
Malawi,MWI,females,Injuries,2834.94,2.13,2015
Malaysia,MYS,persons,"Communicable, maternal, perinatal and nutritional conditions",29230.94,17.58,2015
Malaysia,MYS,persons,Noncommunicable diseases,122819.99,73.85,2015
Malaysia,MYS,persons,Injuries,14260.27,8.57,2015
Malaysia,MYS,males,"Communicable, maternal, perinatal and nutritional conditions",16736.29,10.06,2015
Malaysia,MYS,males,Noncommunicable diseases,64511.56,38.79,2015
Malaysia,MYS,males,Injuries,11197.78,6.73,2015
Malaysia,MYS,females,"Communicable, maternal, perinatal and nutritional conditions",12494.66,7.51,2015
Malaysia,MYS,females,Noncommunicable diseases,58308.43,35.06,2015
Malaysia,MYS,females,Injuries,3062.5,1.84,2015
Maldives,MDV,persons,"Communicable, maternal, perinatal and nutritional conditions",120.21,8.6,2015
Maldives,MDV,persons,Noncommunicable diseases,1188.25,85.04,2015
Maldives,MDV,persons,Injuries,88.9,6.36,2015
Maldives,MDV,males,"Communicable, maternal, perinatal and nutritional conditions",68.81,4.92,2015
Maldives,MDV,males,Noncommunicable diseases,751.57,53.79,2015
Maldives,MDV,males,Injuries,72.43,5.18,2015
Maldives,MDV,females,"Communicable, maternal, perinatal and nutritional conditions",51.4,3.68,2015
Maldives,MDV,females,Noncommunicable diseases,436.67,31.25,2015
Maldives,MDV,females,Injuries,16.47,1.18,2015
Mali,MLI,persons,"Communicable, maternal, perinatal and nutritional conditions",112395.77,63.72,2015
Mali,MLI,persons,Noncommunicable diseases,49647.62,28.14,2015
Mali,MLI,persons,Injuries,14359.54,8.14,2015
Mali,MLI,males,"Communicable, maternal, perinatal and nutritional conditions",57120.95,32.38,2015
Mali,MLI,males,Noncommunicable diseases,23885.02,13.54,2015
Mali,MLI,males,Injuries,9242.53,5.24,2015
Mali,MLI,females,"Communicable, maternal, perinatal and nutritional conditions",55274.82,31.33,2015
Mali,MLI,females,Noncommunicable diseases,25762.6,14.6,2015
Mali,MLI,females,Injuries,5117.02,2.9,2015
Malta,MLT,persons,"Communicable, maternal, perinatal and nutritional conditions",211.66,6.23,2015
Malta,MLT,persons,Noncommunicable diseases,3074.7,90.46,2015
Malta,MLT,persons,Injuries,112.63,3.31,2015
Malta,MLT,males,"Communicable, maternal, perinatal and nutritional conditions",94.54,2.78,2015
Malta,MLT,males,Noncommunicable diseases,1543.51,45.41,2015
Malta,MLT,males,Injuries,75.98,2.24,2015
Malta,MLT,females,"Communicable, maternal, perinatal and nutritional conditions",117.12,3.45,2015
Malta,MLT,females,Noncommunicable diseases,1531.19,45.05,2015
Malta,MLT,females,Injuries,36.65,1.08,2015
Mauritania,MRT,persons,"Communicable, maternal, perinatal and nutritional conditions",10831.86,47.34,2015
Mauritania,MRT,persons,Noncommunicable diseases,9990.02,43.66,2015
Mauritania,MRT,persons,Injuries,2057.54,8.99,2015
Mauritania,MRT,males,"Communicable, maternal, perinatal and nutritional conditions",5467.44,23.9,2015
Mauritania,MRT,males,Noncommunicable diseases,4485.5,19.6,2015
Mauritania,MRT,males,Injuries,1315.84,5.75,2015
Mauritania,MRT,females,"Communicable, maternal, perinatal and nutritional conditions",5364.43,23.45,2015
Mauritania,MRT,females,Noncommunicable diseases,5504.52,24.06,2015
Mauritania,MRT,females,Injuries,741.7,3.24,2015
Mauritius,MUS,persons,"Communicable, maternal, perinatal and nutritional conditions",853.2,8.67,2015
Mauritius,MUS,persons,Noncommunicable diseases,8457.53,85.99,2015
Mauritius,MUS,persons,Injuries,524.75,5.34,2015
Mauritius,MUS,males,"Communicable, maternal, perinatal and nutritional conditions",496.14,5.04,2015
Mauritius,MUS,males,Noncommunicable diseases,4657.38,47.35,2015
Mauritius,MUS,males,Injuries,402.8,4.1,2015
Mauritius,MUS,females,"Communicable, maternal, perinatal and nutritional conditions",357.06,3.63,2015
Mauritius,MUS,females,Noncommunicable diseases,3800.15,38.64,2015
Mauritius,MUS,females,Injuries,121.95,1.24,2015
Mexico,MEX,persons,"Communicable, maternal, perinatal and nutritional conditions",61273.86,10.06,2015
Mexico,MEX,persons,Noncommunicable diseases,482942.2,79.28,2015
Mexico,MEX,persons,Injuries,64913.2,10.66,2015
Mexico,MEX,males,"Communicable, maternal, perinatal and nutritional conditions",34303.62,5.63,2015
Mexico,MEX,males,Noncommunicable diseases,256619.54,42.13,2015
Mexico,MEX,males,Injuries,52263.71,8.58,2015
Mexico,MEX,females,"Communicable, maternal, perinatal and nutritional conditions",26970.24,4.43,2015
Mexico,MEX,females,Noncommunicable diseases,226322.66,37.16,2015
Mexico,MEX,females,Injuries,12649.49,2.08,2015
Micronesia (Federated States of),FSM,persons,"Communicable, maternal, perinatal and nutritional conditions",120.98,14.88,2015
Micronesia (Federated States of),FSM,persons,Noncommunicable diseases,612.64,75.35,2015
Micronesia (Federated States of),FSM,persons,Injuries,79.42,9.77,2015
Micronesia (Federated States of),FSM,males,"Communicable, maternal, perinatal and nutritional conditions",65.04,8.0,2015
Micronesia (Federated States of),FSM,males,Noncommunicable diseases,322.4,39.65,2015
Micronesia (Federated States of),FSM,males,Injuries,56.77,6.98,2015
Micronesia (Federated States of),FSM,females,"Communicable, maternal, perinatal and nutritional conditions",55.94,6.88,2015
Micronesia (Federated States of),FSM,females,Noncommunicable diseases,290.24,35.7,2015
Micronesia (Federated States of),FSM,females,Injuries,22.65,2.79,2015
Mongolia,MNG,persons,"Communicable, maternal, perinatal and nutritional conditions",1629.08,8.8,2015
Mongolia,MNG,persons,Noncommunicable diseases,14609.63,78.88,2015
Mongolia,MNG,persons,Injuries,2282.51,12.32,2015
Mongolia,MNG,males,"Communicable, maternal, perinatal and nutritional conditions",993.56,5.36,2015
Mongolia,MNG,males,Noncommunicable diseases,8189.18,44.22,2015
Mongolia,MNG,males,Injuries,1831.01,9.89,2015
Mongolia,MNG,females,"Communicable, maternal, perinatal and nutritional conditions",635.52,3.43,2015
Mongolia,MNG,females,Noncommunicable diseases,6420.45,34.67,2015
Mongolia,MNG,females,Injuries,451.5,2.44,2015
Montenegro,MNE,persons,"Communicable, maternal, perinatal and nutritional conditions",88.83,1.39,2015
Montenegro,MNE,persons,Noncommunicable diseases,6036.53,94.75,2015
Montenegro,MNE,persons,Injuries,245.57,3.85,2015
Montenegro,MNE,males,"Communicable, maternal, perinatal and nutritional conditions",50.05,0.79,2015
Montenegro,MNE,males,Noncommunicable diseases,2914.73,45.75,2015
Montenegro,MNE,males,Injuries,179.43,2.82,2015
Montenegro,MNE,females,"Communicable, maternal, perinatal and nutritional conditions",38.78,0.61,2015
Montenegro,MNE,females,Noncommunicable diseases,3121.8,49.0,2015
Montenegro,MNE,females,Injuries,66.14,1.04,2015
Morocco,MAR,persons,"Communicable, maternal, perinatal and nutritional conditions",20706.6,10.9,2015
Morocco,MAR,persons,Noncommunicable diseases,154920.95,81.59,2015
Morocco,MAR,persons,Injuries,14256.44,7.51,2015
Morocco,MAR,males,"Communicable, maternal, perinatal and nutritional conditions",10593.38,5.58,2015
Morocco,MAR,males,Noncommunicable diseases,75155.53,39.58,2015
Morocco,MAR,males,Injuries,10574.14,5.57,2015
Morocco,MAR,females,"Communicable, maternal, perinatal and nutritional conditions",10113.22,5.33,2015
Morocco,MAR,females,Noncommunicable diseases,79765.42,42.01,2015
Morocco,MAR,females,Injuries,3682.29,1.94,2015
Mozambique,MOZ,persons,"Communicable, maternal, perinatal and nutritional conditions",173320.16,62.62,2015
Mozambique,MOZ,persons,Noncommunicable diseases,84660.52,30.59,2015
Mozambique,MOZ,persons,Injuries,18811.26,6.8,2015
Mozambique,MOZ,males,"Communicable, maternal, perinatal and nutritional conditions",90317.62,32.63,2015
Mozambique,MOZ,males,Noncommunicable diseases,43431.18,15.69,2015
Mozambique,MOZ,males,Injuries,12619.59,4.56,2015
Mozambique,MOZ,females,"Communicable, maternal, perinatal and nutritional conditions",83002.54,29.99,2015
Mozambique,MOZ,females,Noncommunicable diseases,41229.33,14.9,2015
Mozambique,MOZ,females,Injuries,6191.68,2.24,2015
Myanmar,MMR,persons,"Communicable, maternal, perinatal and nutritional conditions",99907.67,25.36,2015
Myanmar,MMR,persons,Noncommunicable diseases,260223.34,66.06,2015
Myanmar,MMR,persons,Injuries,33759.67,8.57,2015
Myanmar,MMR,males,"Communicable, maternal, perinatal and nutritional conditions",60086.71,15.25,2015
Myanmar,MMR,males,Noncommunicable diseases,138753.89,35.23,2015
Myanmar,MMR,males,Injuries,24067.7,6.11,2015
Myanmar,MMR,females,"Communicable, maternal, perinatal and nutritional conditions",39820.97,10.11,2015
Myanmar,MMR,females,Noncommunicable diseases,121469.45,30.84,2015
Myanmar,MMR,females,Injuries,9691.98,2.46,2015
Namibia,NAM,persons,"Communicable, maternal, perinatal and nutritional conditions",10804.34,53.67,2015
Namibia,NAM,persons,Noncommunicable diseases,7426.71,36.9,2015
Namibia,NAM,persons,Injuries,1898.17,9.43,2015
Namibia,NAM,males,"Communicable, maternal, perinatal and nutritional conditions",5903.47,29.33,2015
Namibia,NAM,males,Noncommunicable diseases,3278.68,16.29,2015
Namibia,NAM,males,Injuries,1365.73,6.78,2015
Namibia,NAM,females,"Communicable, maternal, perinatal and nutritional conditions",4900.87,24.35,2015
Namibia,NAM,females,Noncommunicable diseases,4148.03,20.61,2015
Namibia,NAM,females,Injuries,532.44,2.65,2015
Nepal,NPL,persons,"Communicable, maternal, perinatal and nutritional conditions",49730.4,28.86,2015
Nepal,NPL,persons,Noncommunicable diseases,98487.54,57.16,2015
Nepal,NPL,persons,Injuries,24083.82,13.98,2015
Nepal,NPL,males,"Communicable, maternal, perinatal and nutritional conditions",27892.17,16.19,2015
Nepal,NPL,males,Noncommunicable diseases,48846.66,28.35,2015
Nepal,NPL,males,Injuries,13187.59,7.65,2015
Nepal,NPL,females,"Communicable, maternal, perinatal and nutritional conditions",21838.23,12.67,2015
Nepal,NPL,females,Noncommunicable diseases,49640.89,28.81,2015
Nepal,NPL,females,Injuries,10896.23,6.32,2015
Netherlands,NLD,persons,"Communicable, maternal, perinatal and nutritional conditions",8565.61,5.82,2015
Netherlands,NLD,persons,Noncommunicable diseases,131439.16,89.27,2015
Netherlands,NLD,persons,Injuries,7233.73,4.91,2015
Netherlands,NLD,males,"Communicable, maternal, perinatal and nutritional conditions",3900.41,2.65,2015
Netherlands,NLD,males,Noncommunicable diseases,63158.42,42.9,2015
Netherlands,NLD,males,Injuries,3783.84,2.57,2015
Netherlands,NLD,females,"Communicable, maternal, perinatal and nutritional conditions",4665.2,3.17,2015
Netherlands,NLD,females,Noncommunicable diseases,68280.74,46.37,2015
Netherlands,NLD,females,Injuries,3449.89,2.34,2015
New Zealand,NZL,persons,"Communicable, maternal, perinatal and nutritional conditions",1369.18,4.3,2015
New Zealand,NZL,persons,Noncommunicable diseases,28634.53,89.9,2015
New Zealand,NZL,persons,Injuries,1847.67,5.8,2015
New Zealand,NZL,males,"Communicable, maternal, perinatal and nutritional conditions",606.5,1.9,2015
New Zealand,NZL,males,Noncommunicable diseases,14168.56,44.48,2015
New Zealand,NZL,males,Injuries,1151.97,3.62,2015
New Zealand,NZL,females,"Communicable, maternal, perinatal and nutritional conditions",762.69,2.39,2015
New Zealand,NZL,females,Noncommunicable diseases,14465.98,45.42,2015
New Zealand,NZL,females,Injuries,695.7,2.18,2015
Nicaragua,NIC,persons,"Communicable, maternal, perinatal and nutritional conditions",3167.72,15.44,2015
Nicaragua,NIC,persons,Noncommunicable diseases,15157.29,73.89,2015
Nicaragua,NIC,persons,Injuries,2187.07,10.66,2015
Nicaragua,NIC,males,"Communicable, maternal, perinatal and nutritional conditions",1730.08,8.43,2015
Nicaragua,NIC,males,Noncommunicable diseases,7849.6,38.27,2015
Nicaragua,NIC,males,Injuries,1775.86,8.66,2015
Nicaragua,NIC,females,"Communicable, maternal, perinatal and nutritional conditions",1437.63,7.01,2015
Nicaragua,NIC,females,Noncommunicable diseases,7307.69,35.63,2015
Nicaragua,NIC,females,Injuries,411.21,2.0,2015
Niger,NER,persons,"Communicable, maternal, perinatal and nutritional conditions",138300.35,68.5,2015
Niger,NER,persons,Noncommunicable diseases,45722.49,22.65,2015
Niger,NER,persons,Injuries,17867.82,8.85,2015
Niger,NER,males,"Communicable, maternal, perinatal and nutritional conditions",69668.13,34.51,2015
Niger,NER,males,Noncommunicable diseases,22832.89,11.31,2015
Niger,NER,males,Injuries,11796.62,5.84,2015
Niger,NER,females,"Communicable, maternal, perinatal and nutritional conditions",68632.22,33.99,2015
Niger,NER,females,Noncommunicable diseases,22889.6,11.34,2015
Niger,NER,females,Injuries,6071.2,3.01,2015
Nigeria,NGA,persons,"Communicable, maternal, perinatal and nutritional conditions",1211172.79,70.18,2015
Nigeria,NGA,persons,Noncommunicable diseases,397015.85,23.01,2015
Nigeria,NGA,persons,Injuries,117522.24,6.81,2015
Nigeria,NGA,males,"Communicable, maternal, perinatal and nutritional conditions",629678.98,36.49,2015
Nigeria,NGA,males,Noncommunicable diseases,212018.42,12.29,2015
Nigeria,NGA,males,Injuries,80650.11,4.67,2015
Nigeria,NGA,females,"Communicable, maternal, perinatal and nutritional conditions",581493.81,33.7,2015
Nigeria,NGA,females,Noncommunicable diseases,184997.43,10.72,2015
Nigeria,NGA,females,Injuries,36872.13,2.14,2015
North Macedonia,MKD,persons,"Communicable, maternal, perinatal and nutritional conditions",350.32,1.71,2015
North Macedonia,MKD,persons,Noncommunicable diseases,19624.56,95.75,2015
North Macedonia,MKD,persons,Injuries,519.99,2.54,2015
North Macedonia,MKD,males,"Communicable, maternal, perinatal and nutritional conditions",202.43,0.99,2015
North Macedonia,MKD,males,Noncommunicable diseases,9185.84,44.82,2015
North Macedonia,MKD,males,Injuries,357.66,1.75,2015
North Macedonia,MKD,females,"Communicable, maternal, perinatal and nutritional conditions",147.88,0.72,2015
North Macedonia,MKD,females,Noncommunicable diseases,10438.72,50.93,2015
North Macedonia,MKD,females,Injuries,162.33,0.79,2015
Norway,NOR,persons,"Communicable, maternal, perinatal and nutritional conditions",3026.13,7.44,2015
Norway,NOR,persons,Noncommunicable diseases,35515.23,87.28,2015
Norway,NOR,persons,Injuries,2150.76,5.29,2015
Norway,NOR,males,"Communicable, maternal, perinatal and nutritional conditions",1334.87,3.28,2015
Norway,NOR,males,Noncommunicable diseases,17166.96,42.19,2015
Norway,NOR,males,Injuries,1184.33,2.91,2015
Norway,NOR,females,"Communicable, maternal, perinatal and nutritional conditions",1691.26,4.16,2015
Norway,NOR,females,Noncommunicable diseases,18348.27,45.09,2015
Norway,NOR,females,Injuries,966.43,2.37,2015
"occupied Palestinian territory, including east Jerusalem",PSE,persons,"Communicable, maternal, perinatal and nutritional conditions",2370.28,15.68,2015
"occupied Palestinian territory, including east Jerusalem",PSE,persons,Noncommunicable diseases,11571.77,76.54,2015
"occupied Palestinian territory, including east Jerusalem",PSE,persons,Injuries,1176.73,7.78,2015
"occupied Palestinian territory, including east Jerusalem",PSE,males,"Communicable, maternal, perinatal and nutritional conditions",1310.73,8.67,2015
"occupied Palestinian territory, including east Jerusalem",PSE,males,Noncommunicable diseases,6092.65,40.3,2015
"occupied Palestinian territory, including east Jerusalem",PSE,males,Injuries,930.19,6.15,2015
"occupied Palestinian territory, including east Jerusalem",PSE,females,"Communicable, maternal, perinatal and nutritional conditions",1059.55,7.01,2015
"occupied Palestinian territory, including east Jerusalem",PSE,females,Noncommunicable diseases,5479.12,36.24,2015
"occupied Palestinian territory, including east Jerusalem",PSE,females,Injuries,246.53,1.63,2015
Oman,OMN,persons,"Communicable, maternal, perinatal and nutritional conditions",1310.11,9.35,2015
Oman,OMN,persons,Noncommunicable diseases,10585.25,75.58,2015
